메뉴1,메뉴2,업소아이디,name,분류코드,category,업소 주소,업소 전화번호,region,latitude,longitude,tag,cluster,cluster2
월남쌈 성인: 24000원,"월남쌈(성인 1인,무한리필): 24000원",10198,컴포,4,기타외식업,서울특별시 구로구 경인로 67길 57,02-2637-3841,구로구,37.51184375,126.8877201,"[[특별한 메뉴가 있어요], [매장이 청결해요], [친절해요], [혼밥하기 좋아요]]",0,15
김치찌개 등 전품목: 6000원,,9659,코끼리식당,1,한식,서울특별시 강동구 천호대로 176길33,02-486-1822,강동구,37.53297379,127.1360107,"[[가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요], [재료가 신선해요]]",5,12
커피: 2500원,,10361,코끼리카페,4,기타외식업,"서울특별시  중랑구 봉우재로 33길 25, 102호",,중랑구,37.59388844,127.0874309,"[[혼밥하기 좋아요], [가성비가 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요]]",16,11
아메리카노: 3000원,,10375,코너스톤,4,기타외식업,서울특별시  성동구 용답길 169-1,02-2249-9445,성동구,37.56378822,127.0559637,"[[혼밥하기 좋아요], [매장이 청결해요], [친절해요], [재료가 신선해요]]",1,21
된장찌개: 7000원,돈까스: 8000원,8378,코너집,1,한식,"서울특별시 중구 퇴계로 336, 101호",02-2279-6266,중구,37.56420084,127.0088661,"[[혼밥하기 좋아요], [가성비가 좋아요], [친절해요], [재료가 신선해요]]",9,2
참치김밥: 4500원,김밥: 3500원,9859,코알라김밥,1,한식,서울특별시  관악구 조원로 16길 34,02-867-9978,관악구,37.48269743,126.9110662,"[[재료가 신선해요], [친절해요], [가성비가 좋아요], [양이 많아요]]",7,0
순두부찌개: 6000원,백반: 6000원,9301,코코스 중앙식당,1,한식,서울특별시 동작구 흑석로 24,02-822-9260,동작구,37.50485786,126.9532443,"[[친절해요], [혼밥하기 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요]]",23,20
바나나케일주스: 4500원,라떼(테이크아웃 3500): 4000원,9961,콘(Corn),4,기타외식업,서울특별시 동작구 상도로 47길 13,,동작구,37.49999076,126.951554,"[[특별한 메뉴가 있어요], [매장이 청결해요], [친절해요], [양이 많아요]]",23,20
콩나물밥: 3500원,콩나물국밥: 4500원,8847,콩각시,1,한식,서울특별시 서대문구 연세로 7안길 5,02-325-2775,서대문구,37.55793255,126.9361995,"[[특별한 메뉴가 있어요], [가성비가 좋아요], [재료가 신선해요], [혼밥하기 좋아요]]",11,8
콩나물국밥: 6000원,참치김치찌개: 5000원,7972,콩나물국밥,1,한식,서울특별시 종로구 자하문로 3,02-738-8223,종로구,37.57648307,126.9722648,"[[양이 많아요], [혼밥하기 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요]]",4,17
콩나물국밥: 6000원,,8553,콩아리(전주콩나물국밥),1,한식,서울특별시 강북구 월계로 43-1,,강북구,37.61154637,127.0344652,"[[친절해요], [재료가 신선해요], [특별한 메뉴가 있어요], [혼밥하기 좋아요]]",3,29
뺑오쇼콜라: 3800원,흑임자바게트: 3600원,10059,크러스트,4,기타외식업,서울특별시 서초구 서초대로 51길 30,,서초구,37.49654875,127.0139095,"[[친절해요], [매장이 청결해요], [재료가 신선해요], [가성비가 좋아요]]",2,18
삼겹살: 15000원,된장찌개: 6000원,10169,큰골목식당,1,한식,서울특별시  영등포구 대림로 7다길 2,,영등포구,37.48913598,126.903648,"[[가성비가 좋아요], [양이 많아요], [매장이 청결해요], [단체모임 하기 좋아요]]",7,0
김치찌개: 7000원,돼지갈비250g(국내산): 15000원,9582,큰손갈비,1,한식,서울특별시 동작구 장승배기로 27길 7-1,02-813-8081,동작구,37.51175911,126.939548,"[[친절해요], [가성비가 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요]]",19,4
탕수육: 18000원,,10270,타이판,2,중식,서울특별시  동작구 상도로 30길 40 1층 107호,02-6396-5353,동작구,37.50431826,126.942467,"[[양이 많아요], [친절해요], [혼밥하기 좋아요], [매장이 청결해요]]",23,20
제육쌈정식: 9000원,돌솥비빔밥+된장찌개: 8500원,8709,탐라도야지,1,한식,서울특별시 서초구 서초대로 50길 82,,서초구,37.48959508,127.0135612,"[[가성비가 좋아요], [양이 많아요], [고기 질이 좋아요], [친절해요]]",2,18
뚝배기불고기: 9000원,생삼겹살(200g): 16000원,7731,태능숯불갈비,1,한식,서울특별시  동대문구 무학로 134,02-966-5687,동대문구,37.57616869,127.0307644,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [양이 많아요], [재료가 신선해요]]",9,2
짬뽕: 7500원,짜장면: 6500원,9550,태원,2,중식,"서울특별시 동작구 등용로 81, 1층",02-815-5155,동작구,37.50842583,126.9320671,"[[친절해요], [매장이 청결해요], [혼밥하기 좋아요], [가성비가 좋아요]]",19,4
얼큰수제비: 7000원,칼국수: 7000원,9916,택구네칼국수,1,한식,서울특별시  금천구 범안로 1249,02-851-9459,금천구,37.46664321,126.9008468,"[[친절해요], [혼밥하기 좋아요], [가성비가 좋아요], [재료가 신선해요]]",17,26
된장찌개: 5000원,김치찌개: 9000원,7937,털보고된이,1,한식,서울특별시 은평구 통일로 83길 9-1,02-383-9289,은평구,37.62083655,126.9186993,"[[매장이 청결해요], [양이 많아요], [혼밥하기 좋아요], [친절해요]]",24,24
된장찌개: 5000원,김치찌개: 5000원,8720,털보식당,1,한식,서울특별시 도봉구 도당로 148,02-3492-7926,도봉구,37.66695396,127.0424582,"[[양이 많아요], [매장이 청결해요], [재료가 신선해요], [친절해요]]",18,10
청국장: 7000원,육개장: 8000원,10035,토담,1,한식,서울특별시  구로구 구로동로 22길 5-26,02-861-4388,구로구,37.48999223,126.8849444,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [혼밥하기 좋아요]]",7,0
막걸리식빵: 4000원,화이트롤케이크: 12000원,10253,토리베이커리,4,기타외식업,서울특별시  종로구 옥인길 30-3,,종로구,37.58107195,126.9670924,"[[가성비가 좋아요], [양이 많아요], [친절해요], [매장이 청결해요]]",4,17
닭칼국수: 8000원,닭한마리(1인분): 12000원,6764,토방 닭 한마리,1,한식,서울특별시 관악구 신림로 22길 5,02-874-6895,관악구,37.47164663,126.9353063,"[[재료가 신선해요], [양이 많아요], [혼밥하기 좋아요], [가성비가 좋아요]]",26,5
닭한마리(2인분): 24500원,,9764,토방닭한마리,1,한식,서울특별시  관악구 신림로 22길 5,02-874-6895,관악구,37.47164663,126.9353063,"[[특별한 메뉴가 있어요], [가성비가 좋아요], [매장이 청결해요], [재료가 신선해요]]",26,5
수제비: 5500원,칼국수: 4500원,8955,토속칼국수,1,한식,서울특별시 강동구 양재대로 113길 8,02-472-2293,강동구,37.53809225,127.1395121,"[[가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요], [친절해요]]",5,12
능이 닭곰탕: 8000원,,10283,토종능이버섯닭오리백숙,1,한식,서울특별시  은평구 은평로 201-5 1층,02-355-8066,은평구,37.60180231,126.9297178,"[[가성비가 좋아요], [재료가 신선해요], [양이 많아요], [혼밥하기 좋아요]]",24,24
삼겹살: 10000원,황기백숙(4인분): 38000원,8730,토종집,1,한식,서울특별시 강북구 인수봉로 19나길 32,02-981-3104,강북구,37.6271489,127.0107277,"[[특별한 메뉴가 있어요], [혼밥하기 좋아요], [가성비가 좋아요], [재료가 신선해요]]",3,29
아인슈페너: 4800원,연유라떼: 4500원,10178,톤톤카페,4,기타외식업,"서울특별시  동대문구 답십리로 63길 11, 1층",02-2212-3001,동대문구,37.57324734,127.067955,"[[양이 많아요], [재료가 신선해요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",1,21
오리로스주물럭(200g): 8000원,삼겹살(수입산,9287,통삼겹구이 6900,1,한식,서울특별시 동작구 보라매로 93,02-826-9285,동작구,37.4977976,126.9277143,"[[양이 많아요], [친절해요], [재료가 신선해요], [가성비가 좋아요]]",19,4
비빔밥: 4900원,김치찌개: 7500원,9202,투가리,1,한식,서울특별시 관악구 봉천로 595-1,,관악구,37.47645052,126.9637058,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",6,19
비빔밥: 3500원,물냉면: 3500원,2832,투가리올림픽,1,한식,서울특별시 송파구 백제고분로 465,02-386-7004,송파구,37.51218629,127.1130539,"[[양이 많아요], [가성비가 좋아요], [친절해요], [혼밥하기 좋아요]]",21,14
된장찌개: 8500원,김치찌개: 8500원,8842,트윈쿡,1,한식,서울특별시 강남구 영동대로 513 지하1층 M112호,02-6002-3225,강남구,37.51182391,127.059159,"[[특별한 메뉴가 있어요], [양이 많아요], [매장이 청결해요], [친절해요]]",10,1
갈릭버터크림파스타(매장이용,방문포장시): 10000원,10195,파스타고,4,기타외식업,"서울특별시  마포구 와우산로 33길 12, 1층",,마포구,37.55540762,126.929741,"[[혼밥하기 좋아요], [양이 많아요], [친절해요], [매장이 청결해요]]",28,22
우렁된장찌개: 7000원,제육쌈(흑돼지150g): 8000원,9381,팔팔한상,1,한식,서울특별시 강남구 밤고개로 1길 10,02-451-1550,강남구,37.48802449,127.1018445,"[[가성비가 좋아요], [양이 많아요], [특별한 메뉴가 있어요], [혼밥하기 좋아요]]",15,3
볶음쌀국수: 10000원,,10271,퍼홍,4,기타외식업,서울특별시  동작구 상도로 30길 40 1층 103호,02-825-7242,동작구,37.50431826,126.942467,"[[가성비가 좋아요], [양이 많아요], [매장이 청결해요], [친절해요]]",23,20
비빔밥: 4000원,,8800,포도나무,1,한식,서울특별시 중랑구 용마산로 338,02-493-3336,중랑구,37.58195994,127.0936391,"[[양이 많아요], [혼밥하기 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요]]",16,11
철판쭈꾸미(1인분): 13500원,계란찜: 4000원,9868,포방터쭈꾸미,1,한식,"서울특별시 서대문구 홍은중앙로 100-35, 1층",02-6012-6925,서대문구,37.59933994,126.9488907,"[[친절해요], [양이 많아요], [가성비가 좋아요], [재료가 신선해요]]",4,17
양지쌀국수: 7900원,새우볶음밥: 8500원,10094,포샌,4,기타외식업,서울특별시  노원구 상계로 1길 54-4,02-938-6888,노원구,37.65815747,127.0617212,"[[재료가 신선해요], [현지 맛에 가까워요], [친절해요], [가성비가 좋아요]]",18,10
한식: 6000원,,9446,포스트푸드,1,한식,서울특별시 금천구 디지털로 9길 68  B106~111호,02-2624-3939,금천구,37.48107584,126.8864183,"[[특별한 메뉴가 있어요], [가성비가 좋아요], [친절해요], [양이 많아요]]",7,0
라면: 3500원,돈가스: 8000원,9604,포에리얼 떡볶이,1,한식,서울특별시  구로구 경인로 403 A동 105호,02-2619-7827,구로구,37.49795843,126.8643477,"[[가성비가 좋아요], [매장이 청결해요], [양이 많아요], [재료가 신선해요]]",8,16
함흥냉면: 5000원,갈비탕: 10000원,9064,포천이동갈비촌,1,한식,서울특별시 관악구 신원로 40-12,02-884-7109,관악구,37.48167301,126.929393,"[[혼밥하기 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요], [양이 많아요]]",26,5
다이어트박스: 6900원,,10303,포케박스 해방촌점,4,기타외식업,서울특별시  용산구 소월로 20길 28-1,,용산구,37.54527839,126.9852144,"[[재료가 신선해요], [혼밥하기 좋아요], [친절해요], [매장이 청결해요]]",27,9
비빔물회: 12000원,회덮밥: 11000원,9891,포항물회,1,한식,서울특별시 동작구 서달로 14가길 19,02-824-8934,동작구,37.50708333,126.9628487,"[[재료가 신선해요], [양이 많아요], [친절해요], [특별한 메뉴가 있어요]]",23,20
모듬물회: 40000원,,10071,포항물회,1,한식,서울특별시  은평구 통일로 83길 15-1,02-389-0988,은평구,37.62074102,126.9180152,"[[재료가 신선해요], [양이 많아요], [친절해요], [특별한 메뉴가 있어요]]",24,24
아메리카노: 2000원,카페모카: 3500원,9747,폼폼커피베이비,4,기타외식업,서울특별시  도봉구 도봉로 164길 8,,도봉구,37.67591994,127.0452134,"[[커피가 맛있어요], [친절해요], [가성비가 좋아요], [음료가 맛있어요], [매장이 청결해요]]",18,10
라면: 3500원,김밥: 2500원,10177,푸드김밥,1,한식,서울특별시  동대문구 왕산로 9길 6,02-929-4123,동대문구,37.57735176,127.0279409,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [재료가 신선해요]]",9,2
야채김밥: 3000원,카페라면: 3500원,9727,푸드카페,1,한식,서울특별시 중구 충무로 2길 23,02-2233-5666,중구,37.56253735,126.994462,"[[가성비가 좋아요], [양이 많아요], [친절해요], [혼밥하기 좋아요]]",27,9
계란말이: 8000원,김치찌개: 8500원,9758,푼양이김치찌개,1,한식,서울특별시  송파구 송이로 112 1층,,송파구,37.49638598,127.1216873,"[[친절해요], [양이 많아요], [혼밥하기 좋아요], [매장이 청결해요]]",21,14
바지락칼국수: 7000원,비빔밥: 7000원,9530,풀향기칼국수,1,한식,서울특별시 동작구 보라매로 73,02-817-8881,동작구,37.4958804,126.9273661,"[[가성비가 좋아요], [재료가 신선해요], [양이 많아요], [매장이 청결해요]]",19,4
김치찌개: 8000원,오늘의 메뉴: 7000원,9230,풍경한식,1,한식,서울특별시 강남구 광평로 47길 17,02-3411-0005,강남구,37.48790865,127.0981863,"[[특별한 메뉴가 있어요], [친절해요], [매장이 청결해요], [재료가 신선해요]]",15,3
목등심(200g): 14000원,된장찌개: 1000원,8695,풍년갈비,1,한식,서울특별시 서대문구 통일로 495,02-3216-1903,서대문구,37.59204393,126.9408723,"[[친절해요], [가성비가 좋아요], [고기 질이 좋아요], [단체모임 하기 좋아요]]",4,17
삼겹살(180g): 11000원,돼지갈비(250g): 11000원,9193,풍년갈비,1,한식,서울특별시 마포구 동교로 264,02-322-5818,마포구,37.56304998,126.9253625,"[[친절해요], [가성비가 좋아요], [고기 질이 좋아요], [단체모임 하기 좋아요]]",28,22
뚝배기불고기: 8000원,된장찌개: 7000원,8680,풍년숯불갈비,1,한식,서울특별시 용산구 새창로 130,02-719-6530,용산구,37.53594341,126.9610888,"[[친절해요], [고기 질이 좋아요], [가성비가 좋아요], [재료가 신선해요]]",14,13
가정식백반: 7000원,,9737,풍년식당,1,한식,서울특별시 중구 퇴계로 36가길 47,02-2272-0870,중구,37.55821874,126.9957022,"[[양이 많아요], [가성비가 좋아요], [친절해요], [매장이 청결해요]]",27,9
냉면: 7000원,삼겹살(300g): 18000원,9429,풍년집본가,1,한식,"서울특별시  관악구 난곡로 232,  1층",,관악구,37.47493248,126.9170714,"[[특별한 메뉴가 있어요], [가성비가 좋아요], [재료가 신선해요], [친절해요]]",26,5
오리주물럭: 40000원,,9309,풍미원,1,한식,서울특별시 동작구 사당로 253-4,02-594-4579,동작구,37.48375023,126.9761367,"[[가성비가 좋아요], [양이 많아요], [단체모임 하기 좋아요], [재료가 신선해요]]",29,27
카페라떼 hot: 3000원,아메리카노 ice: 2500원,9738,프레이 pray,4,기타외식업,"서울특별시 중구 다산로 36길 25,1층",,중구,37.5623625,127.016671,"[[친절해요], [가성비가 좋아요], [특별한 메뉴가 있어요], [양이 많아요]]",9,2
아메리카노: 1900원,카페라떼: 2700원,9275,플러스카페,4,기타외식업,서울특별시 종로구 삼봉로 43,02-6247-9926,종로구,37.57319913,126.9788133,"[[재료가 신선해요], [특별한 메뉴가 있어요], [매장이 청결해요], [친절해요]]",27,9
"카푸치노,: 4000원",콜드브루: 4500원,9706,플로우,4,기타외식업,서울특별시  서초구 신반포로 43길 45,,서초구,37.51219718,127.0176133,"[[특별한 메뉴가 있어요], [매장이 청결해요], [친절해요], [가성비가 좋아요]]",2,18
원조냉면: 4000원,,9904,피노키오,1,한식,서울특별시  노원구 한글비석로 474,02-930-7233,노원구,37.66482335,127.0654415,"[[재료가 신선해요], [특별한 메뉴가 있어요], [가성비가 좋아요], [친절해요]]",18,10
칼국수: 8000원,냉면: 8000원,10135,피치앤명동,1,한식,서울특별시  영등포구 영신로 24길 18-1,02-2676-2547,영등포구,37.51624012,126.904536,"[[가성비가 좋아요], [양이 많아요], [친절해요], [혼밥하기 좋아요]]",0,15
아메리카노: 3000원,,10347,피크커피,4,기타외식업,"서울특별시  강동구 성내로 42, 1층",02-470-3627,강동구,37.52881871,127.1247769,"[[재료가 신선해요], [매장이 청결해요], [혼밥하기 좋아요], [양이 많아요]]",5,12
매운돈까스: 9000원,수제돈까스: 8500원,10319,하늘정원 수제왕돈까스,3,경양식/일식,"서울특별시 서대문구 거북골로 53-6, 1층",02-302-8771,서대문구,37.57819859,126.9225576,"[[매장이 청결해요], [특별한 메뉴가 있어요], [친절해요], [가성비가 좋아요]]",11,8
아메리카노: 2800원,,10284,하루커피,4,기타외식업,서울특별시  은평구 가좌로 185,02-307-6864,은평구,37.58736031,126.920349,"[[커피가 맛있어요], [음료가 맛있어요], [친절해요], [가성비가 좋아요], [디저트가 맛있어요]]",11,8
아메리카노: 2500원,,9924,하이 베를리너,4,기타외식업,서울특별시  금천구 가산로 9길 12,,금천구,37.47702634,126.8909006,"[[재료가 신선해요], [친절해요], [혼밥하기 좋아요], [특별한 메뉴가 있어요]]",7,0
알밥+우동: 8500원,카레덮밥: 7500원,9233,하하,4,기타외식업,서울특별시 강남구 논현로 151길 24,02-546-2697,강남구,37.51997955,127.026145,"[[혼밥하기 좋아요], [친절해요], [특별한 메뉴가 있어요], [재료가 신선해요]]",2,18
청국장: 5000원,칼국수: 5000원,10020,한그릇,1,한식,서울특별시  구로구 구로동로 20길 18-4,02-858-7441,구로구,37.48868024,126.8854615,"[[가성비가 좋아요], [재료가 신선해요], [친절해요], [혼밥하기 좋아요]]",7,0
김치찌개: 3000원,,9679,한밀청년밥상,1,한식,서울특별시  중랑구 동일로 140길 15,,중랑구,37.60436946,127.0799654,"[[재료가 신선해요], [특별한 메뉴가 있어요], [가성비가 좋아요], [친절해요]]",16,11
양푼비빔밥: 8000원,콩나물국밥: 8000원,9254,한벽루 전주콩나물국밥,1,한식,서울특별시 강남구 개포로 648 1층,02-445-1041,강남구,37.49477999,127.0836899,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요], [친절해요]]",15,3
비빔밥: 7000원,된장찌개: 7000원,8452,한보식당,1,한식,서울특별시 강남구 남부순환로 2921 남상가지하 11호,02-562-0276,강남구,37.49349436,127.059773,"[[친절해요], [특별한 메뉴가 있어요], [재료가 신선해요], [혼밥하기 좋아요]]",10,1
된장찌개백반: 5000원,,8057,한분식,1,한식,서울특별시 서대문구 홍연2길 2,02-335-6712,서대문구,37.57481109,126.9277682,"[[매장이 청결해요], [친절해요], [양이 많아요], [혼밥하기 좋아요]]",11,8
돼지갈비250g: 15000원,물냉면: 8000원,7780,한성축산식당,1,한식,서울특별시 마포구 연남로 33,02-375-8447,마포구,37.56254921,126.9214742,"[[가성비가 좋아요], [친절해요], [양이 많아요], [고기 질이 좋아요]]",28,22
돼지갈비(300g,국내산): 10000원,8691,한솔 민물장어,1,한식,서울특별시 서대문구 증가로 23나길 32,02-309-8264,서대문구,37.58057783,126.9123599,"[[특별한 메뉴가 있어요], [혼밥하기 좋아요], [가성비가 좋아요], [양이 많아요]]",11,8
백반: 8000원,,9713,한식뷔페식당,1,한식,서울특별시 동작구 여의대방로 24길 97,,동작구,37.49901236,126.9254358,"[[가성비가 좋아요], [재료가 신선해요], [혼밥하기 좋아요], [친절해요]]",19,4
김치찌개: 6000원,된장찌개: 6000원,8072,한아름분식,1,한식,서울특별시 광진구 군자로 159,02-469-2535,광진구,37.55528157,127.0766351,"[[특별한 메뉴가 있어요], [친절해요], [혼밥하기 좋아요], [양이 많아요]]",20,6
자장면: 3000원,탕수육(中): 9000원,7501,한연수짜장,2,중식,서울특별시 송파구 송이로 31길 4-11,02-402-3414,송파구,37.48805529,127.1324739,"[[매장이 청결해요], [특별한 메뉴가 있어요], [친절해요], [혼밥하기 좋아요]]",21,14
비빔국수: 6000원,잔치국수: 5000원,10367,한우리,1,한식,"서울특별시  중랑구 중랑천로 70, 1층",02-436-8906,중랑구,37.59144931,127.0732161,"[[특별한 메뉴가 있어요], [매장이 청결해요], [양이 많아요], [친절해요]]",16,11
차돌된장찌개: 7000원,생육회(200g): 33000원,7786,한우마당,1,한식,서울특별시 중구 남대문로 5길 7,02-3789-7792,중구,37.56167432,126.9788515,"[[친절해요], [재료가 신선해요], [혼밥하기 좋아요], [매장이 청결해요]]",27,9
냉면(물): 5000원,생삼겹(250g): 11000원,8613,한우식당,1,한식,서울특별시 구로구 경인로 33길 61-3,02-2612-5157,구로구,37.50055977,126.851002,"[[혼밥하기 좋아요], [매장이 청결해요], [양이 많아요], [재료가 신선해요]]",8,16
한돈김치찌개: 7000원,한우된장찌개: 7000원,9004,한우정육점식당,1,한식,서울특별시 강남구 일원로 5길 24,02-445-6633,강남구,37.49132514,127.0826982,"[[매장이 청결해요], [가성비가 좋아요], [혼밥하기 좋아요], [양이 많아요]]",15,3
짜장: 6500원,짬뽕: 8000원,8686,한일각,2,중식,서울특별시 용산구 보광로 21-1,02-796-2557,용산구,37.52639488,127.0005151,"[[친절해요], [재료가 신선해요], [양이 많아요], [가성비가 좋아요]]",27,9
칼국수: 3500원,,9149,한잎,1,한식,서울특별시 서대문구 세무서7길 6-2,02-391-7770,서대문구,37.59135149,126.9466853,"[[가성비가 좋아요], [양이 많아요], [매장이 청결해요], [친절해요]]",4,17
스파게티: 4500원,돈카츠: 4000원,10096,한잎,4,기타외식업,서울특별시  서대문구 홍은중앙로 9길 10,02-391-7770,서대문구,37.59975782,126.9482689,"[[친절해요], [양이 많아요], [혼밥하기 좋아요], [가성비가 좋아요]]",4,17
치킨: 16000원,,10373,할루우 치킨,4,기타외식업,서울특별시  성동구 용답19길 10-2,02-2244-6020,성동구,37.56309642,127.0522767,"[[특별한 메뉴가 있어요], [양이 많아요], [가성비가 좋아요], [혼밥하기 좋아요]]",1,21
김치찌개: 5000원,된장찌개: 5000원,8036,할매김밥,1,한식,서울특별시 중랑구 동일로 163길 17,02-979-6227,중랑구,37.61180773,127.0763273,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [혼밥하기 좋아요]]",25,28
콩나물국밥: 8000원,순대국: 9000원,10183,할매순대국,1,한식,서울특별시  동대문구 망우로 76,02-2247-1213,동대문구,37.58974925,127.0616539,"[[친절해요], [혼밥하기 좋아요], [양이 많아요], [가성비가 좋아요]]",12,7
비빔밥: 6000원,제육덮밥: 6500원,10396,할머니분식,1,한식,서울특별시 강남구 도곡로 516 지하1층,02-552-1407,강남구,37.49918128,127.0629879,"[[양이 많아요], [특별한 메뉴가 있어요], [친절해요], [매장이 청결해요]]",10,1
햄추가토스트: 3000원,아메리카노: 1500원,10014,할머니토스트,4,기타외식업,서울특별시  도봉구 덕릉로 60다길 15,,도봉구,37.63815506,127.0398362,"[[친절해요], [특별한 메뉴가 있어요], [양이 많아요], [혼밥하기 좋아요]]",13,23
탕수육: 2000원,국수: 3000원,8851,할범탕수육,1,한식,서울특별시 양천구 목동중앙북로 15,02-2652-0883,양천구,37.54853228,126.8653563,"[[가성비가 좋아요], [매장이 청결해요], [재료가 신선해요], [양이 많아요]]",22,25
우렁강된장(쌈밥): 10000원,,10332,함지박,1,한식,서울특별시  동작구 상도로 37길 68-1 1층,,동작구,37.49819169,126.9526029,"[[매장이 청결해요], [혼밥하기 좋아요], [가성비가 좋아요], [양이 많아요]]",23,20
물냉면: 3000원,비빔냉면: 3500원,8860,함흥냉면 명가,1,한식,서울특별시 강서구 화곡로 50길 22,02-2691-2230,강서구,37.54919555,126.8490752,"[[매장이 청결해요], [재료가 신선해요], [혼밥하기 좋아요], [가성비가 좋아요]]",22,25
김치찌개: 6000원,된장뚝배기: 6000원,8712,함흥식당,1,한식,서울특별시 서초구 마방로 10길 54-2,02-577-7900,서초구,37.47536582,127.0448619,"[[혼밥하기 좋아요], [친절해요], [양이 많아요], [재료가 신선해요]]",10,1
가츠오우동: 7000원,모둠초밥: 11000원,10312,해나루초밥,3,경양식/일식,서울특별시  동대문구 경희대로 3-1,02-966-8100,동대문구,37.59199325,127.0521442,"[[특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요], [매장이 청결해요]]",12,7
비빔밥: 8000원,된장찌개: 8000원,8417,해남식당,1,한식,서울특별시 강남구 학동로 101길 26 청담삼익상가 지하1층 4호,02-543-9660,강남구,37.5224448,127.0576204,"[[양이 많아요], [친절해요], [매장이 청결해요], [특별한 메뉴가 있어요]]",20,6
우육짬뽕: 7500원,짜장면: 5500원,10092,해담,2,중식,서울특별시  노원구 상계로 23다길 13-8,02-875-1424,노원구,37.65984743,127.0689041,"[[혼밥하기 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요], [친절해요]]",18,10
칼국수: 5000원,비빔밥: 5000원,8274,해물칼국수,4,기타외식업,서울특별시 구로구 고척로 179,02-2614-3609,구로구,37.50427799,126.8533403,"[[친절해요], [가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요]]",8,16
칼국수: 7000원,돌솥비빔밥: 7000원,10016,해물칼국수,1,한식,서울특별시  구로구 고척로 179,02-2614-3609,구로구,37.50427799,126.8533403,"[[친절해요], [가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요]]",8,16
자장면: 3000원,탕수육: 15000원,8289,해성반점,2,중식,서울특별시 구로구 고척로 123-2,02-2684-8991,구로구,37.50230623,126.8479926,"[[친절해요], [가성비가 좋아요], [양이 많아요], [재료가 신선해요]]",8,16
냉면(물): 4500원,,6734,해주냉면,1,한식,서울특별시 서대문구 연세로 12길 37-3,02-393-2990,서대문구,37.55923855,126.9389414,"[[특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요], [가성비가 좋아요]]",11,8
백반: 6000원,김치찌개: 7000원,8265,해피분식,1,한식,서울특별시 구로구 중앙로 1길 18-19,02-2688-1242,구로구,37.49857739,126.8631491,"[[가성비가 좋아요], [재료가 신선해요], [혼밥하기 좋아요], [친절해요]]",8,16
순두부찌개: 7000원,된장찌개: 7000원,8462,해피타임,1,한식,서울특별시 강남구 삼성로 71길 34,02-567-5714,강남구,37.50163638,127.0561198,"[[양이 많아요], [재료가 신선해요], [매장이 청결해요], [혼밥하기 좋아요]]",10,1
청국장: 7000원,순두부찌개: 7000원,9622,행복밥상,1,한식,서울특별시 은평구 갈현로 302-7,,은평구,37.62381279,126.9175409,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",24,24
차돌된장찌개: 8000원,차돌된장찌개: 10000원,9699,행복밥상,1,한식,서울특별시  서초구 마방로 10길 18-15,02-536-8825,서초구,37.47588479,127.0432145,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",10,1
콩나물국밥: 7000원,비빔국수: 7000원,9398,행복한 잔치국수,1,한식,서울특별시 강남구 광평로 196 2층 201호,02-459-2918,강남구,37.48400435,127.0942714,"[[혼밥하기 좋아요], [친절해요], [양이 많아요], [재료가 신선해요]]",15,3
행복한밥상: 7000원,,9240,행복한밥상,1,한식,서울특별시 강남구 테헤란로 310 지하1층 109호,02-555-7935,강남구,37.50285156,127.0447509,"[[양이 많아요], [매장이 청결해요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",10,1
육개장: 9000원,바비큐치킨카츠: 10000원,9969,행복한식탁,1,한식,서울특별시  동대문구 장한로 150,02-2248-3335,동대문구,37.57379184,127.0721502,"[[재료가 신선해요], [친절해요], [매장이 청결해요], [혼밥하기 좋아요]]",1,21
김밥: 3000원,된장찌개: 6000원,9860,행운동 한식 분식,1,한식,서울특별시 관악구 행운1길 48,02-883-8852,관악구,37.48086653,126.9571986,"[[가성비가 좋아요], [재료가 신선해요], [친절해요], [특별한 메뉴가 있어요]]",6,19
